SymptomID,Symptom,Code
2168,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2169,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2170,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2171,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2172,GenusHerpestes;Hypothermia;,388768001388771009123979008386689009
2173,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2174,Angina;GenusHerpestes;Hypothermia;,022253000194828000388768001388771009123979008386689009
2175,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2176,StomachAche;DirtySputum;Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009022253000194828000388768001388771009123979008386689009049727002028743005
2177,DirtySputum;GenusHerpestes;ProductiveCough ;,404684003248605009388768001388771009049727002028743005
2178,StomachAche;GenusHerpestes;Hypothermia;,022253000271681002388768001388771009123979008386689009
2179,StomachAche;DirtySputum;GenusHerpestes;Hypothermia;,022253000271681002404684003248605009388768001388771009123979008386689009
2180,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2181,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2182,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2183,DirtySputum;Angina;ProductiveCough ;,404684003248605009022253000194828000049727002028743005
2184,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2185,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2186,DirtySputum;Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009022253000194828000388768001388771009123979008386689009049727002028743005
2187,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2188,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2189,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2190,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2191,DirtySputum;Hypothermia;,404684003248605009123979008386689009
2192,DirtySputum;Angina;Hypothermia;ProductiveCough ;,404684003248605009022253000194828000123979008386689009049727002028743005
2193,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2194,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2195,Angina;Hypothermia;,022253000194828000123979008386689009
2196,Hypothermia;,123979008386689009
2197,StomachAche;DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009388768001388771009123979008386689009049727002028743005
2198,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2199,StomachAche;GenusHerpestes;Hypothermia;,022253000271681002388768001388771009123979008386689009
2200,StomachAche;DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009388768001388771009123979008386689009049727002028743005
2201,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2202,StomachAche;Angina;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000123979008386689009049727002028743005
2203,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2204,StomachAche;DirtySputum;Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009022253000194828000388768001388771009123979008386689009049727002028743005
2205,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2206,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2207,StomachAche;DirtySputum;Angina;Hypothermia;,022253000271681002404684003248605009022253000194828000123979008386689009
2208,Hypothermia;,123979008386689009
2209,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2210,GenusHerpestes;Hypothermia;,388768001388771009123979008386689009
2211,StomachAche;Angina;GenusHerpestes;Hypothermia;,022253000271681002022253000194828000388768001388771009123979008386689009
2212,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2213,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2214,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2215,StomachAche;DirtySputum;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009123979008386689009049727002028743005
2216,"",""
2217,Hypothermia;,123979008386689009
2218,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2219,StomachAche;ProductiveCough ;,022253000271681002049727002028743005
2220,StomachAche;DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009388768001388771009123979008386689009049727002028743005
2221,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2222,StomachAche;Angina;GenusHerpestes;Hypothermia;,022253000271681002022253000194828000388768001388771009123979008386689009
2223,StomachAche;DirtySputum;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009123979008386689009049727002028743005
2224,StomachAche;Hypothermia;,022253000271681002123979008386689009
2225,StomachAche;DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009388768001388771009123979008386689009049727002028743005
2226,Angina;Hypothermia;,022253000194828000123979008386689009
2227,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2228,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2229,Angina;GenusHerpestes;Hypothermia;,022253000194828000388768001388771009123979008386689009
2230,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2231,Angina;GenusHerpestes;,022253000194828000388768001388771009
2232,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2233,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2234,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2235,StomachAche;DirtySputum;Angina;Hypothermia;,022253000271681002404684003248605009022253000194828000123979008386689009
2236,StomachAche;DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009388768001388771009123979008386689009049727002028743005
2237,Hypothermia;,123979008386689009
2238,Hypothermia;,123979008386689009
2239,StomachAche;GenusHerpestes;Hypothermia;,022253000271681002388768001388771009123979008386689009
2240,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2241,DirtySputum;Angina;Hypothermia;ProductiveCough ;,404684003248605009022253000194828000123979008386689009049727002028743005
2242,StomachAche;Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000388768001388771009123979008386689009049727002028743005
2243,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2244,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2245,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2246,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2247,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2248,StomachAche;Angina;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000123979008386689009049727002028743005
2249,DirtySputum;Hypothermia;,404684003248605009123979008386689009
2250,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2251,ProductiveCough ;,049727002028743005
2252,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2253,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2254,StomachAche;GenusHerpestes;Hypothermia;,022253000271681002388768001388771009123979008386689009
2255,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2256,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2257,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2258,StomachAche;Angina;GenusHerpestes;ProductiveCough ;,022253000271681002022253000194828000388768001388771009049727002028743005
2259,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2260,StomachAche;Angina;ProductiveCough ;,022253000271681002022253000194828000049727002028743005
2261,StomachAche;Angina;Hypothermia;,022253000271681002022253000194828000123979008386689009
2262,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2263,ProductiveCough ;,049727002028743005
2264,Angina;GenusHerpestes;Hypothermia;,022253000194828000388768001388771009123979008386689009
2265,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2266,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2267,StomachAche;DirtySputum;Angina;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009022253000194828000123979008386689009049727002028743005
2268,Angina;GenusHerpestes;Hypothermia;,022253000194828000388768001388771009123979008386689009
2269,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2270,GenusHerpestes;ProductiveCough ;,388768001388771009049727002028743005
2271,Angina;GenusHerpestes;ProductiveCough ;,022253000194828000388768001388771009049727002028743005
2272,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2273,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2274,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2275,StomachAche;DirtySputum;Hypothermia;,022253000271681002404684003248605009123979008386689009
2276,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2277,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2278,GenusHerpestes;Hypothermia;,388768001388771009123979008386689009
2279,Angina;,022253000194828000
2280,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2281,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2282,DirtySputum;Hypothermia;,404684003248605009123979008386689009
2283,StomachAche;Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000388768001388771009123979008386689009049727002028743005
2284,Angina;GenusHerpestes;Hypothermia;,022253000194828000388768001388771009123979008386689009
2285,DirtySputum;GenusHerpestes;Hypothermia;,404684003248605009388768001388771009123979008386689009
2286,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2287,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2288,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2289,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2290,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2291,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2292,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2293,"",""
2294,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2295,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2296,Hypothermia;,123979008386689009
2297,StomachAche;ProductiveCough ;,022253000271681002049727002028743005
2298,GenusHerpestes;Hypothermia;,388768001388771009123979008386689009
2299,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2300,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2301,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2302,Angina;ProductiveCough ;,022253000194828000049727002028743005
2303,DirtySputum;Angina;,404684003248605009022253000194828000
2304,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2305,StomachAche;Hypothermia;,022253000271681002123979008386689009
2306,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2307,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2308,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2309,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2310,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2311,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2312,StomachAche;GenusHerpestes;Hypothermia;,022253000271681002388768001388771009123979008386689009
2313,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2314,GenusHerpestes;Hypothermia;,388768001388771009123979008386689009
2315,GenusHerpestes;ProductiveCough ;,388768001388771009049727002028743005
2316,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2317,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2318,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2319,Hypothermia;,123979008386689009
2320,Angina;Hypothermia;,022253000194828000123979008386689009
2321,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2322,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2323,StomachAche;DirtySputum;Angina;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009022253000194828000123979008386689009049727002028743005
2324,StomachAche;DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009388768001388771009123979008386689009049727002028743005
2325,DirtySputum;Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009022253000194828000388768001388771009123979008386689009049727002028743005
2326,StomachAche;DirtySputum;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009123979008386689009049727002028743005
2327,DirtySputum;Angina;Hypothermia;,404684003248605009022253000194828000123979008386689009
2328,StomachAche;DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009388768001388771009123979008386689009049727002028743005
2329,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2330,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2331,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2332,Hypothermia;,123979008386689009
2333,Angina;Hypothermia;,022253000194828000123979008386689009
2334,StomachAche;Angina;Hypothermia;,022253000271681002022253000194828000123979008386689009
2335,DirtySputum;Angina;Hypothermia;ProductiveCough ;,404684003248605009022253000194828000123979008386689009049727002028743005
2336,GenusHerpestes;Hypothermia;,388768001388771009123979008386689009
2337,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2338,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2339,Hypothermia;,123979008386689009
2340,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2341,StomachAche;GenusHerpestes;Hypothermia;,022253000271681002388768001388771009123979008386689009
2342,StomachAche;DirtySputum;Hypothermia;,022253000271681002404684003248605009123979008386689009
2343,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2344,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2345,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2346,DirtySputum;GenusHerpestes;Hypothermia;,404684003248605009388768001388771009123979008386689009
2347,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2348,Angina;Hypothermia;,022253000194828000123979008386689009
2349,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2350,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2351,StomachAche;DirtySputum;GenusHerpestes;ProductiveCough ;,022253000271681002404684003248605009388768001388771009049727002028743005
2352,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2353,StomachAche;DirtySputum;ProductiveCough ;,022253000271681002404684003248605009049727002028743005
2354,Angina;Hypothermia;,022253000194828000123979008386689009
2355,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2356,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2357,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2358,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2359,GenusHerpestes;,388768001388771009
2360,GenusHerpestes;Hypothermia;,388768001388771009123979008386689009
2361,StomachAche;DirtySputum;Hypothermia;,022253000271681002404684003248605009123979008386689009
2362,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2363,Angina;Hypothermia;,022253000194828000123979008386689009
2364,DirtySputum;Angina;GenusHerpestes;Hypothermia;,404684003248605009022253000194828000388768001388771009123979008386689009
2365,DirtySputum;ProductiveCough ;,404684003248605009049727002028743005
2366,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2367,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2368,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2369,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2370,Hypothermia;,123979008386689009
2371,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2372,StomachAche;DirtySputum;Angina;Hypothermia;,022253000271681002404684003248605009022253000194828000123979008386689009
2373,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2374,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2375,Angina;GenusHerpestes;Hypothermia;,022253000194828000388768001388771009123979008386689009
2376,StomachAche;Hypothermia;,022253000271681002123979008386689009
2377,ProductiveCough ;,049727002028743005
2378,StomachAche;DirtySputum;GenusHerpestes;Hypothermia;,022253000271681002404684003248605009388768001388771009123979008386689009
2379,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2380,Angina;GenusHerpestes;ProductiveCough ;,022253000194828000388768001388771009049727002028743005
2381,StomachAche;DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009388768001388771009123979008386689009049727002028743005
2382,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2383,Angina;,022253000194828000
2384,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2385,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2386,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2387,StomachAche;DirtySputum;Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009022253000194828000388768001388771009123979008386689009049727002028743005
2388,StomachAche;Angina;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000123979008386689009049727002028743005
2389,DirtySputum;GenusHerpestes;Hypothermia;,404684003248605009388768001388771009123979008386689009
2390,StomachAche;DirtySputum;GenusHerpestes;ProductiveCough ;,022253000271681002404684003248605009388768001388771009049727002028743005
2391,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2392,StomachAche;Angina;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000123979008386689009049727002028743005
2393,StomachAche;DirtySputum;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009123979008386689009049727002028743005
2394,StomachAche;GenusHerpestes;Hypothermia;,022253000271681002388768001388771009123979008386689009
2395,DirtySputum;Hypothermia;,404684003248605009123979008386689009
2396,DirtySputum;GenusHerpestes;Hypothermia;,404684003248605009388768001388771009123979008386689009
2397,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2398,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2399,GenusHerpestes;Hypothermia;,388768001388771009123979008386689009
2400,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2401,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2402,ProductiveCough ;,049727002028743005
2403,StomachAche;Hypothermia;,022253000271681002123979008386689009
2404,StomachAche;DirtySputum;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009123979008386689009049727002028743005
2405,StomachAche;Angina;ProductiveCough ;,022253000271681002022253000194828000049727002028743005
2406,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2407,Hypothermia;,123979008386689009
2408,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2409,DirtySputum;Hypothermia;,404684003248605009123979008386689009
2410,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2411,DirtySputum;Angina;Hypothermia;,404684003248605009022253000194828000123979008386689009
2412,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2413,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2414,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2415,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2416,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2417,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2418,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2419,GenusHerpestes;Hypothermia;,388768001388771009123979008386689009
2420,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2421,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2422,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2423,StomachAche;Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000388768001388771009123979008386689009049727002028743005
2424,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2425,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2426,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2427,DirtySputum;Angina;Hypothermia;ProductiveCough ;,404684003248605009022253000194828000123979008386689009049727002028743005
2428,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2429,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2430,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2431,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2432,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2433,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2434,StomachAche;Hypothermia;,022253000271681002123979008386689009
2435,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2436,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2437,DirtySputum;Angina;,404684003248605009022253000194828000
2438,DirtySputum;Hypothermia;,404684003248605009123979008386689009
2439,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2440,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2441,Hypothermia;,123979008386689009
2442,StomachAche;Hypothermia;,022253000271681002123979008386689009
2443,Angina;ProductiveCough ;,022253000194828000049727002028743005
2444,StomachAche;DirtySputum;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009123979008386689009049727002028743005
2445,Angina;GenusHerpestes;ProductiveCough ;,022253000194828000388768001388771009049727002028743005
2446,DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,404684003248605009388768001388771009123979008386689009049727002028743005
2447,StomachAche;Angina;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000123979008386689009049727002028743005
2448,Angina;Hypothermia;,022253000194828000123979008386689009
2449,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2450,StomachAche;Angina;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000123979008386689009049727002028743005
2451,GenusHerpestes;Hypothermia;,388768001388771009123979008386689009
2452,StomachAche;Angina;GenusHerpestes;Hypothermia;,022253000271681002022253000194828000388768001388771009123979008386689009
2453,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2454,Angina;Hypothermia;ProductiveCough ;,022253000194828000123979008386689009049727002028743005
2455,StomachAche;Angina;GenusHerpestes;ProductiveCough ;,022253000271681002022253000194828000388768001388771009049727002028743005
2456,Hypothermia;,123979008386689009
2457,StomachAche;Hypothermia;,022253000271681002123979008386689009
2458,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2459,StomachAche;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002388768001388771009123979008386689009049727002028743005
2460,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2461,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2462,StomachAche;DirtySputum;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002404684003248605009388768001388771009123979008386689009049727002028743005
2463,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2464,Hypothermia;,123979008386689009
2465,StomachAche;Hypothermia;ProductiveCough ;,022253000271681002123979008386689009049727002028743005
2466,Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000194828000388768001388771009123979008386689009049727002028743005
2467,StomachAche;GenusHerpestes;Hypothermia;,022253000271681002388768001388771009123979008386689009
2468,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2469,StomachAche;Angina;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000123979008386689009049727002028743005
2470,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2471,Hypothermia;,123979008386689009
2472,Angina;Hypothermia;,022253000194828000123979008386689009
2473,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2474,StomachAche;Hypothermia;,022253000271681002123979008386689009
2475,Hypothermia;,123979008386689009
2476,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2477,GenusHerpestes;Hypothermia;ProductiveCough ;,388768001388771009123979008386689009049727002028743005
2478,StomachAche;Angina;GenusHerpestes;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000388768001388771009123979008386689009049727002028743005
2479,Hypothermia;ProductiveCough ;,123979008386689009049727002028743005
2480,Hypothermia;,123979008386689009
2481,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
2482,StomachAche;Angina;Hypothermia;ProductiveCough ;,022253000271681002022253000194828000123979008386689009049727002028743005
2483,DirtySputum;Hypothermia;ProductiveCough ;,404684003248605009123979008386689009049727002028743005
